seller_id,seller_name,region,city,business_segment,seller_type,registration_date
044668ccd5316b12a7cf0d54a156e3e9,Rafael Ribeiro,Southeast,Belo Horizonte,food_drink,Company,2017-11-27
fc813dd7e04b8a1c9c10e8e9c10cd5f9,Ana Souza,Central-West,Campo Grande,music_instruments,Company,2017-03-19
922f6795c9e65f2485d4e63af76586ff,João Mendes,Northeast,Salvador,bed_bath_table,Company,2017-06-24
224167f6e956da2f71c0e8dbdaa8bbf0,Rodrigo Ribeiro,Northeast,Natal,computers,Individual,2017-07-19
30a81d8cf85fb2ada1b1b094c9583a95,Carlos Gomes,South,Florianópolis,pet,Individual,2017-09-26
7e417525a6ce49b708fd384e580fe3c4,Rafael Gomes,Central-West,Goiânia,home_decor,Individual,2017-11-11
b6cac2bb2d83cae903e336e6a993c795,André Souza,Central-West,Campo Grande,car_accessories,Enterprise,2017-05-17
0ddefe3c7a032b91f4e25b9c3a08fca1,Camila Carvalho,Northeast,Natal,household_utilities,Enterprise,2017-05-18
45dfe11016c782d99a19f93dd34c300d,Bruno Carvalho,South,Porto Alegre,car_accessories,Enterprise,2017-12-06
6f835fd4be26989b1b064399da346143,Mariana Alves,Central-West,Campo Grande,audio_video_electronics,Individual,2017-05-10
3e35a8bb43569389d3cebef0ce820f69,Daniel Monteiro,South,Joinville,food_drink,Enterprise,2017-11-11
a7d0f8dd44f57ef6de7f7f02e3d82630,Gabriela Rodrigues,North,Rio Branco,health_beauty,Enterprise,2017-08-26
a663d9c3797e90eac99ff60939416a56,Lucas Ribeiro,South,Curitiba,computers,Enterprise,2017-11-20
2aef4c8187ab057d6f1b7e0e636aa481,Vanessa Almeida,Northeast,Salvador,construction_tools_house_garden,Enterprise,2017-05-08
8e3338430e8b66d28aa88fa892a00063,Ana Santos,South,Porto Alegre,home_decor,Individual,2017-08-20
3084dcdea01fe4f2d556540e6b2e873d,Bruno Monteiro,Southeast,Campinas,construction_tools_house_garden,Individual,2017-12-23
a213f1bd6458f4a158f3746cb2514559,Mariana Almeida,North,Rio Branco,computers,Individual,2017-11-23
a56e351445e5863fc8960640ba9190c7,Isabela Gomes,Southeast,São Paulo,home_decor,Individual,2017-03-26
9d590e1df0faffd9ceaa1f0f0ea9af2f,Carlos Alves,Central-West,Cuiabá,audio_video_electronics,Individual,2017-02-15
f49987b20beada69981c57899ffd1095,André Ribeiro,South,Joinville,home_office_furniture,Enterprise,2017-10-11
5cb4a72356883c59790dc8309cddea2f,Vanessa Alves,North,Rio Branco,home_decor,Company,2017-03-24
fcdd820084f17e9982427971e4e9d47f,Patricia Almeida,North,Rio Branco,household_utilities,Enterprise,2017-05-25
131fcb0a0c9a47bba4474aacff0f14b7,Beatriz Almeida,Central-West,Cuiabá,home_appliances,Company,2017-08-03
3d5d0dc7073a299e31fa718ce1bc00b6,Patricia Araújo,Northeast,Recife,health_beauty,Company,2017-09-03
0db0dce302e414422ed38aabd133ae04,Pedro Carvalho,South,Porto Alegre,food_supplement,Enterprise,2017-03-23
3492e68f37fd1df87f4f2f2ea247f445,Bruno Gomes,South,Curitiba,car_accessories,Company,2017-09-15
ba143b05f0110f0dc71ad71b4466ce92,Juliana Gomes,North,Manaus,books,Company,2017-10-23
309405cfad0d11cd1ec6bb5d02c70c6b,Thiago Silva,Southeast,Campinas,construction_tools_house_garden,Company,2017-05-25
e52d2f15bba4aff8a1e2bd12b40fdfbc,Felipe Alves,North,Rio Branco,household_utilities,Enterprise,2017-04-16
f4009c6b30765309a251c26bc458e0e5,Bruno Rocha,South,Florianópolis,stationery,Individual,2017-07-11
11fb6f6d341adbe19e81733701704635,Vanessa Martins,North,Belém,home_decor,Individual,2017-10-18
42fac6337d0f14ecdc18a82bfe6dd076,Amanda Monteiro,Southeast,Campinas,household_utilities,Enterprise,2017-01-03
e0cfd7ece071eb006b1670ea64d0904e,Gustavo Martins,North,Belém,construction_tools_house_garden,Individual,2017-01-09
841fba8f46ab4edd1bb086f53735000e,Juliana Martins,North,Porto Velho,car_accessories,Company,2017-06-25
a333655afd62d4ef51f55ac7c58abb34,Isabela Gomes,North,Porto Velho,car_accessories,Company,2017-02-16
ade45994b717ccee333492330fbf037b,Rafael Almeida,Southeast,São Paulo,audio_video_electronics,Enterprise,2017-02-25
784fca1939f4ad6c73be249a80b17d18,Pedro Rodrigues,Southeast,São Paulo,baby,Individual,2017-10-05
da6a60cc8cc724fe51be021ff8be779c,Thiago Souza,South,Porto Alegre,books,Enterprise,2017-04-15
6e985a12b7b98f0a15b7bf90cc882f61,Ricardo Mendes,Northeast,Fortaleza,home_office_furniture,Enterprise,2017-12-23
a69aa24cec11168e7e39a3fbc727e925,Lucas Souza,Southeast,Rio de Janeiro,health_beauty,Enterprise,2017-01-10
faf3ee2764599d114d7e8f25d4c19845,Mariana Rodrigues,Central-West,Cuiabá,home_decor,Individual,2017-10-23
6025c79c035c3d772133b8b8238463b2,Carolina Lima,South,Curitiba,car_accessories,Enterprise,2017-10-26
e1643dff33666ca629e3644c02738179,Rafael Alves,Southeast,São Paulo,household_utilities,Company,2017-11-12
cc63f0dd2acba93ffed4fe9f8e0321fa,Ana Gomes,Southeast,Belo Horizonte,home_office_furniture,Company,2017-02-14
bb2afe2061d53c6968aa0cffa233a8ec,Carolina Pereira,Northeast,Natal,sports_leisure,Company,2017-03-24
ba56ae8ab7eb61b0c3f064f9661eb15c,Rodrigo Alves,Central-West,Campo Grande,books,Company,2017-08-14
c8cc60ffd415254af5d9b9f34f32c369,Camila Almeida,Central-West,Campo Grande,pet,Individual,2017-05-15
6267923376872bb45a1c804aed0f1e73,Amanda Mendes,South,Joinville,household_utilities,Enterprise,2017-07-11
c1849d4d32d7a6cecd5aa471809d3135,Gustavo Araújo,Southeast,Campinas,party,Individual,2017-08-07
90c523952c5622d268addb6d93a7212f,Camila Nascimento,Northeast,Fortaleza,audio_video_electronics,Enterprise,2017-12-09
0ab97fdbae52ec0e877efdf9b310528e,Larissa Rodrigues,Central-West,Brasília,food_drink,Individual,2017-04-24
f233b575e585413f12fe2f847d922447,Felipe Almeida,North,Rio Branco,household_utilities,Enterprise,2017-08-21
7d2af2d0dc5a86742cda2e5da38c1ac7,Daniel Silva,North,Rio Branco,audio_video_electronics,Individual,2017-05-08
71729348559edea55a3e7a2bc2a2986d,Lucas Monteiro,North,Belém,health_beauty,Company,2017-08-18
4125d9385a25e82d2f72d3a0fd55bc3f,Bruno Alves,Central-West,Campo Grande,home_decor,Company,2017-06-23
5f5a58930c3c35f3b5af264f34fb8c85,Lucas Nascimento,North,Porto Velho,air_conditioning,Individual,2017-02-24
94eead2f1cdacbf7ba5c5a0bdbe4cf1f,João Alves,South,Florianópolis,household_utilities,Enterprise,2017-03-07
facd538cb53fa082bffaeee65521020a,Patricia Monteiro,South,Joinville,car_accessories,Enterprise,2017-10-10
09c34a8e333be37851747c27525a4e53,Lucas Almeida,Southeast,Rio de Janeiro,pet,Company,2017-03-10
8fbd63429be6d3e5e6d1a709b6464802,Patricia Santos,Southeast,Rio de Janeiro,car_accessories,Individual,2017-09-10
a28120fc27b206d3bc355b57040baf7a,João Silva,South,Joinville,audio_video_electronics,Enterprise,2017-05-16
b16d3dadc47d4eb18be3d88bad0775ce,Camila Costa,North,Rio Branco,sports_leisure,Individual,2017-05-28
a8fee0ab6206634206f782c32e41a2a4,Vanessa Oliveira,North,Manaus,health_beauty,Company,2017-08-03
dd5450b022b2d00a2145a66331e1aef6,Fernanda Pereira,Central-West,Brasília,household_utilities,Enterprise,2017-05-03
f887581ec486ee8eec9ed933310848e0,Felipe Gomes,South,Curitiba,car_accessories,Enterprise,2017-10-26
f89e46b812b06f22508f89873565ce6c,Isabela Ribeiro,Central-West,Goiânia,food_supplement,Company,2017-08-15
845e8036c3f7bf62099352f5ed910240,Lucas Monteiro,Northeast,Natal,bed_bath_table,Enterprise,2017-01-20
ce9d7ae0d0fe0a747bc46cf3f089cfaa,Beatriz Rodrigues,Southeast,Rio de Janeiro,audio_video_electronics,Company,2017-11-03
f049a72cf58fd31b11f8919cade515e7,Ricardo Alves,South,Porto Alegre,audio_video_electronics,Individual,2017-03-01
117cfc326c6d50da67ca858ff5c0c852,Carolina Mendes,North,Rio Branco,household_utilities,Company,2017-05-02
c6d5704d1ed91beed0114bcd9d3367bb,Carolina Lima,South,Florianópolis,home_decor,Enterprise,2017-08-03
049197f741ca0cde891420fc72fba3e5,Daniel Monteiro,South,Florianópolis,pet,Enterprise,2017-04-14
116e5ef667d05e59c8b95acd02670ff3,Beatriz Pereira,Southeast,Rio de Janeiro,health_beauty,Company,2017-03-03
f1fdf2d13186575751aa25876536d85c,Daniel Lima,Southeast,Rio de Janeiro,sports_leisure,Enterprise,2017-12-27
b64d51f0435e884e8de603b1655155ae,Gabriela Souza,Central-West,Campo Grande,household_utilities,Company,2017-12-10
56e361f411e38dcef17cdc2a3d99628b,Larissa Alves,North,Porto Velho,audio_video_electronics,Company,2017-08-03
cac876b37d3abcd6bd76caca30277996,Renata Gomes,Central-West,Brasília,home_decor,Enterprise,2017-06-20
a414555ce331b8c8aea4a9cb8395194d,Maria Almeida,Northeast,Salvador,home_appliances,Enterprise,2017-10-19
c54679b132454625907c773d273d4126,Amanda Santos,Southeast,Belo Horizonte,health_beauty,Individual,2017-08-17
4a82168aaef173cbb6e46ae88728f919,Ricardo Monteiro,North,Porto Velho,health_beauty,Company,2017-11-27
41b9c7bfadf5f42b93b7bfbae1b84494,Thiago Fernandes,North,Manaus,audio_video_electronics,Company,2017-06-11
d8d9567d0bfb0bc7eb845a205ba42657,Camila Gomes,Southeast,Rio de Janeiro,books,Enterprise,2017-08-10
3ab971ce71839580d2ae5b4e40fe8044,Gabriela Oliveira,North,Manaus,home_decor,Company,2017-05-11
02f623a8eb246f3c5f7c2f96462654e6,Gustavo Ribeiro,Southeast,Campinas,sports_leisure,Individual,2017-11-28
11a559e252a8d167a8ccea7abcf357f3,Bruno Santos,Central-West,Cuiabá,construction_tools_house_garden,Individual,2017-09-12
cec13d4723ba59aae2a6663b99129a49,Beatriz Martins,Central-West,Cuiabá,car_accessories,Individual,2017-04-09
0ca9bd8db4679bc89692acdfcd96b6c4,Eduardo Lima,Central-West,Goiânia,health_beauty,Company,2017-12-16
351cc0833086e30c04f3b0a15dbc3e93,Beatriz Mendes,Southeast,São Paulo,household_utilities,Individual,2017-12-06
6aa3928696eab49a19a466e665a649fd,Felipe Gomes,Northeast,Salvador,health_beauty,Individual,2017-04-27
539ed9e19811677513447759be5eccfc,João Pereira,Southeast,Campinas,home_decor,Company,2017-12-10
d7827b2af99326a03b0ed9c7a24db0d3,Bruno Rocha,Central-West,Campo Grande,construction_tools_house_garden,Company,2017-04-15
6c6d00f0561125a66cffac53cfe3f913,Mariana Rodrigues,Central-West,Goiânia,food_drink,Enterprise,2017-09-24
bd4431c1a8dfa744b59e1e2a8bc99b9e,Patricia Gomes,South,Curitiba,health_beauty,Company,2017-09-09
4a1917ef994878940e1fb03eeb787ad7,Marcos Lima,Southeast,Belo Horizonte,phone_mobile,Enterprise,2017-10-22
c0aff2da32c17759d30b22fb0af6649d,Gabriela Alves,North,Belém,music_instruments,Company,2017-06-11
cb6c9f5888a7a090c75beaf615925792,Gabriela Araújo,Central-West,Cuiabá,construction_tools_house_garden,Individual,2017-12-08
f212a20c700f5a7c3d4de5ef38e02c42,Pedro Gomes,Central-West,Cuiabá,audio_video_electronics,Individual,2017-06-24
59cea8e446d3834393058e7e0666b6fb,Mariana Pereira,North,Rio Branco,small_appliances,Company,2017-01-05
2cb98e27ce1c18abdb42209b34c382a7,Gustavo Souza,Central-West,Campo Grande,car_accessories,Company,2017-02-17
3289d8c3eef4873f91ce0b1343c0dd58,Marcos Pereira,North,Manaus,sports_leisure,Company,2017-11-05
55c26bcb609f480eb7868594245febb5,Daniel Nascimento,Southeast,Campinas,baby,Company,2017-10-23
5c3460cd3e8a984382ae254e7dd20d9f,Gustavo Araújo,North,Manaus,baby,Enterprise,2017-09-13
e979bb42fb660609fe056a6bea03761f,Gustavo Alves,Northeast,Natal,jewerly,Individual,2017-10-03
bcafb8538edd43b166274b25c60b7458,Pedro Oliveira,South,Florianópolis,audio_video_electronics,Company,2017-02-25
0e72c1a751b496722a6cb1f10653b62a,Ricardo Lima,Southeast,Campinas,books,Individual,2017-01-11
abcb0f101902cd0ca5bfddc35ddab560,Rafael Fernandes,Southeast,Belo Horizonte,home_decor,Company,2017-03-08
ae7ab174effdead6c241e547e4ca13f0,Amanda Costa,Central-West,Cuiabá,household_utilities,Individual,2017-03-03
f85612e1b253b37d88329fdc16e8f32f,Rodrigo Almeida,Central-West,Cuiabá,pet,Company,2017-10-05
1d953075c2f0dd990bacf27b83b330f1,Beatriz Nascimento,South,Joinville,computers,Company,2017-05-22
9261d76c62caaf0b24677c2ceb7f8f20,Renata Lima,Southeast,Campinas,household_utilities,Enterprise,2017-09-06
def312fb44a52de894acf688498ce1fc,Rafael Monteiro,Southeast,Campinas,home_decor,Company,2017-11-14
160851d3ece7aa1a510f8d1a4bb8a8af,Gustavo Lima,Northeast,Natal,construction_tools_house_garden,Individual,2017-07-28
c004e5ea15737026cecaee0447e00b75,Pedro Carvalho,North,Manaus,construction_tools_house_garden,Enterprise,2017-06-19
7ff588a03c2aeae4fbd23f9ae64b760d,Ana Carvalho,Northeast,Fortaleza,car_accessories,Company,2017-01-19
880ce4951cf857ab1d9e0b75c1d856f4,Vanessa Lima,Southeast,Campinas,car_accessories,Individual,2017-10-26
9e6967d3cf386d284251784b18ccb485,Beatriz Rodrigues,Northeast,Recife,construction_tools_house_garden,Enterprise,2017-05-22
e9c2dc0dd4ac38448289be644ac94f42,Renata Santos,South,Curitiba,sports_leisure,Company,2017-08-02
964ff64dc05b13811c6d0f41e0aa5f6b,Marcos Pereira,Central-West,Campo Grande,home_decor,Individual,2017-05-11
ec5b3cd9d6bf0a880edfda73562a7cea,Fernanda Alves,South,Porto Alegre,construction_tools,Company,2017-09-17
1997c740529040d6a2244d2e818acb50,Patricia Rocha,Northeast,Recife,audio_video_electronics,Company,2017-12-28
6fcc97197c64771f3c18aea3aa9d3913,Gabriela Oliveira,Northeast,Salvador,construction_tools_house_garden,Individual,2017-04-28
1cbdc7cf130a41fd13a3c2a7d2fcfda7,Maria Carvalho,North,Porto Velho,bed_bath_table,Individual,2017-05-18
75fe775fe1a7ad296e77ea7e66b35ac3,Rafael Nascimento,Southeast,Campinas,home_decor,Enterprise,2017-07-27
9e545d0501bd685bba148d9f631093f1,André Almeida,Northeast,Salvador,construction_tools_house_garden,Company,2017-01-20
40105cb0aec41563d24ccc7b90ae7083,Eduardo Mendes,Central-West,Campo Grande,home_decor,Individual,2017-11-03
b1116e9a35b2fa91eb4a0af8e73cdc3a,Beatriz Gomes,North,Porto Velho,small_appliances,Individual,2017-03-02
17595577347283c0140226df762e2e6b,Thiago Souza,Southeast,Belo Horizonte,bed_bath_table,Individual,2017-04-18
271b8923c6a549e02d3c9fd1f8c0422b,Gabriela Fernandes,South,Joinville,household_utilities,Enterprise,2017-12-23
d7cb3f744255259a4ded02cb354f5bcf,Amanda Pereira,Central-West,Cuiabá,home_decor,Company,2017-11-04
618b0524377e106190c0c91cacdb4b78,Patricia Santos,North,Rio Branco,car_accessories,Enterprise,2017-06-07
231e2c768bf979ec59ff743f16a442ce,Pedro Fernandes,North,Rio Branco,audio_video_electronics,Individual,2017-11-12
44717f64ec2a457979cf83c429077666,Carlos Carvalho,Central-West,Campo Grande,handcrafted,Company,2017-04-04
b0289c0c1f9f84008e7b4dbf795c4676,André Rodrigues,North,Manaus,music_instruments,Enterprise,2017-11-20
31be790e64fc99f8ff48ec2bd18a3104,Daniel Araújo,Southeast,São Paulo,household_utilities,Individual,2017-03-26
b0ec35adb04cfa85d3e0ff3f79c186a3,Maria Alves,Central-West,Goiânia,home_office_furniture,Individual,2017-10-07
fa7cc273072520346449b9e89329768a,Isabela Pereira,South,Florianópolis,audio_video_electronics,Enterprise,2017-01-09
120476eb7a04c149d14772edaf5d9bf2,Felipe Nascimento,South,Porto Alegre,construction_tools_house_garden,Individual,2017-02-22
7df961ce758538004de6db0f5b9d7b6f,Ana Fernandes,Southeast,Rio de Janeiro,home_decor,Individual,2017-10-11
cee4320453079d554562dee0753d7d43,Patricia Santos,Southeast,Rio de Janeiro,health_beauty,Individual,2017-12-14
21f3118106d69d16dfe7d5aaf37cb242,Marcos Oliveira,Central-West,Brasília,car_accessories,Company,2017-08-25
94d76e96eedd976258cd3278ce56d5f2,Gabriela Ribeiro,Northeast,Salvador,construction_tools_house_garden,Individual,2017-10-02
b5e7d871b063f34de611e8b448e63f2e,Gabriela Silva,Central-West,Campo Grande,health_beauty,Individual,2017-08-28
04ed0495537199603d4930fc5c0dd026,André Souza,North,Rio Branco,audio_video_electronics,Company,2017-12-15
96c1c7f1f24470915da80563cd1202ea,Camila Mendes,Southeast,São Paulo,audio_video_electronics,Individual,2017-02-05
1f74801bb8b05750ce5e7597b685bd13,Mariana Mendes,Northeast,Fortaleza,food_supplement,Enterprise,2017-05-15
bed6d1f6c4664ab8cf3abf3821727756,João Souza,Central-West,Cuiabá,construction_tools_house_garden,Enterprise,2017-11-25
377bc18334c78dd2f1535ef22a3ad225,Bruno Martins,Central-West,Goiânia,car_accessories,Individual,2017-07-11
51fdd5d43db628fada4588f89aba3e8e,Bruno Souza,North,Rio Branco,car_accessories,Company,2017-07-11
58f1a6197ed863543e0136bdedb3fce2,Fernanda Rocha,Northeast,Fortaleza,fashion_accessories,Individual,2017-02-27
65febd49fd28ec955651299159b1f527,Bruno Souza,Southeast,São Paulo,household_utilities,Enterprise,2017-12-12
9b1585752613ec342d03bbab9997ec48,Amanda Alves,South,Curitiba,car_accessories,Enterprise,2017-06-22
cbf09e831b0c11f6f23ffb51004db972,Rafael Gomes,Southeast,Campinas,household_utilities,Enterprise,2017-01-10
4f0d637c1197fd65405ebd755ac9f86b,Rafael Souza,Central-West,Campo Grande,health_beauty,Enterprise,2017-09-07
026c6180cd86d6069dad573ce69b465e,Pedro Souza,South,Joinville,household_utilities,Company,2017-09-12
0691fc6052b1918d775ac6ff8275eb01,Amanda Almeida,Southeast,Belo Horizonte,home_decor,Company,2017-09-25
d50f6d198921d51b24544738b29d2b0e,Rodrigo Nascimento,Central-West,Brasília,food_drink,Individual,2017-03-09
9485222b0bad29d3b0e860fa5ec1fdd4,Rafael Silva,Northeast,Fortaleza,construction_tools_house_garden,Individual,2017-03-19
28fadc495e06e64b5d15d54959f2cee1,Fernanda Silva,North,Manaus,watches,Individual,2017-12-17
dbdd0ec73a4817971d962698f2fea022,Bruno Martins,South,Joinville,health_beauty,Company,2017-03-12
2aeedd049dc20e7171f43110fd0d6821,Isabela Monteiro,Northeast,Fortaleza,construction_tools_house_garden,Enterprise,2017-02-02
6a60bd6a4afd5fc86b75b47ec502df7b,Isabela Mendes,South,Porto Alegre,health_beauty,Individual,2017-11-03
46bec94e1e0fc413b6adb1d1bd175477,André Gomes,Northeast,Natal,food_supplement,Company,2017-10-15
73df8d9e8f8c54d0d42feb9bf58c718c,Juliana Ribeiro,North,Porto Velho,home_office_furniture,Individual,2017-06-14
dd22fbe4df5d84be25176054640b696d,André Monteiro,Southeast,Belo Horizonte,food_drink,Company,2017-09-22
2aa8585964d74f71e334a6c3de2ddc27,Pedro Carvalho,Northeast,Salvador,fashion_accessories,Enterprise,2017-01-01
6cd5309bfee39493f71de0350e837b3d,Juliana Pereira,South,Florianópolis,car_accessories,Company,2017-05-11
caa9bc43a9fe8cf9c564ddd8a03cc4a6,Thiago Gomes,Southeast,São Paulo,toys,Individual,2017-03-13
fe87f472055fbcf1d7e691c00b1560dc,Larissa Alves,Central-West,Goiânia,home_decor,Enterprise,2017-06-03
